umap1,umap2,cat
22.245308,13.267041,Alkali/Lamprophyres
22.101225,13.230937,Alkali/Lamprophyres
22.16321,13.37507,Alkali/Lamprophyres
23.619442,15.879356,Alkali/Lamprophyres
22.460365,14.099034,Alkali/Lamprophyres
23.662739,15.876925,Alkali/Lamprophyres
22.347013,13.957926,Alkali/Lamprophyres
22.91187,14.43697,Alkali/Lamprophyres
23.580265,15.753644,Alkali/Lamprophyres
22.396183,14.028365,Alkali/Lamprophyres
22.449062,14.099022,Alkali/Lamprophyres
22.922882,14.508983,Alkali/Lamprophyres
22.289158,15.23999,Alkali/Lamprophyres
22.33954,13.834463,Alkali/Lamprophyres
22.107199,14.722578,Alkali/Lamprophyres
22.217165,13.85184,Alkali/Lamprophyres
22.309364,13.830551,Alkali/Lamprophyres
22.502369,14.009254,Alkali/Lamprophyres
