umap1,umap2,cat
18.260895,0.06826747,Alkali/Lamprophyres
18.487993,-1.8137301,Alkali/Lamprophyres
18.528542,-1.9226559,Alkali/Lamprophyres
18.136995,0.053536408,Alkali/Lamprophyres
16.922487,0.5001552,Alkali/Lamprophyres
16.896997,0.50091434,Alkali/Lamprophyres
17.139753,0.41196206,Alkali/Lamprophyres
17.009193,0.4432409,Alkali/Lamprophyres
17.062859,0.4590856,Alkali/Lamprophyres
17.14579,0.43253762,Alkali/Lamprophyres
17.166243,0.41039306,Alkali/Lamprophyres
17.140032,0.41632864,Alkali/Lamprophyres
17.23977,0.34875757,Alkali/Lamprophyres
17.252682,-1.951725,Alkali/Lamprophyres
18.334133,-0.111698814,Alkali/Lamprophyres
17.125132,-1.9521283,Alkali/Lamprophyres
18.058575,0.15905164,Alkali/Lamprophyres
18.38718,-0.36725882,Alkali/Lamprophyres
17.117727,-1.8120608,Alkali/Lamprophyres
17.976803,0.044678107,Alkali/Lamprophyres
17.991886,0.014836758,Alkali/Lamprophyres
18.437466,-0.34472743,Alkali/Lamprophyres
